gene	log2FC	padj	typeReg	Condition
PFDSM3638_RS00100	0.19959907445860914	0.6470323155359626	rest	CSR
PFDSM3638_RS00100	-0.9343702694994613	3.503874845317129e-6	down	HS1
PFDSM3638_RS00100	-1.2593534565618256	3.843675792443362e-8	down	HS2
PFDSM3638_RS00100	-0.28334999801130945	0.2281963723318161	rest	HSR
PFDSM3638_RS00105	-0.6660179633099865	0.01615631813157927	down	CS1
PFDSM3638_RS00105	-0.11140641990288724	0.9316912734511094	rest	CS2
PFDSM3638_RS00105	-0.4772649965414182	0.10294713702308224	rest	CS3
PFDSM3638_RS00105	-0.43714092215681166	0.4120406238530525	rest	CSR
PFDSM3638_RS00105	-2.848066196422754	4.062584001765181e-15	down	HS1
PFDSM3638_RS00105	-2.873747600986423	4.731644211431449e-14	down	HS2
PFDSM3638_RS00105	-1.4497964200280808	8.546999151817717e-6	down	HSR
PFDSM3638_RS00110	-0.06524047149390988	0.6439437164269064	rest	CS1
PFDSM3638_RS00110	-0.29290017498078846	0.2900287133612992	rest	CS2
PFDSM3638_RS00110	-0.11389046386387847	0.3855839249612329	rest	CS3
PFDSM3638_RS00110	-0.07361766942452608	0.7661649883490192	rest	CSR
PFDSM3638_RS00110	-0.3002438720828833	0.009734672305772471	down	HS1
PFDSM3638_RS00110	-0.4980740425816128	1.0905323558452891e-4	down	HS2
PFDSM3638_RS00110	-0.24950442135292228	0.06794181505652239	rest	HSR
PFDSM3638_RS00115	0.08607319625733467	0.4345201172763081	rest	CS1
PFDSM3638_RS00115	-0.05906371980968217	0.9316912734511094	rest	CS2
PFDSM3638_RS00115	0.3135845902433392	0.002603001931510272	up	CS3
PFDSM3638_RS00115	0.12710150470763004	0.5348673795601876	rest	CSR
PFDSM3638_RS00115	0.2136379177343688	0.02917204580505977	up	HS1
PFDSM3638_RS00115	0.14477234501805913	0.18638560933291407	rest	HS2
PFDSM3638_RS00115	-0.15786373230026296	0.18583549259651538	rest	HSR
PFDSM3638_RS00120	-0.2911375237639753	6.897254854769056e-4	down	CS1
PFDSM3638_RS00120	0.07261816780267516	0.857834784368934	rest	CS2
PFDSM3638_RS00120	-0.15225085398044413	0.09285422928026174	rest	CS3
PFDSM3638_RS00120	0.07038467473879173	0.700550028093427	rest	CSR
PFDSM3638_RS00120	-0.3157474204767716	2.1831193440442184e-4	down	HS1
PFDSM3638_RS00120	-0.42624176374572365	7.772716493125507e-6	down	HS2
PFDSM3638_RS00120	-0.1788358856478105	0.06968850549662581	rest	HSR
PFDSM3638_RS00130	0.004004760136192331	0.9618274842635157	rest	CS1
PFDSM3638_RS00130	0.030283644317560032	0.9316912734511094	rest	CS2
PFDSM3638_RS00130	-0.2169892910797664	8.662986910988102e-4	down	CS3
PFDSM3638_RS00130	0.11879603159818863	0.29032504585196045	rest	CSR
PFDSM3638_RS00130	-0.135070035928889	0.02676445581844818	down	HS1
PFDSM3638_RS00130	-0.08715617334170389	0.20286788922980253	rest	HS2
PFDSM3638_RS00130	0.02943126565830667	0.7188754512678664	rest	HSR
PFDSM3638_RS00135	0.4013087434720335	0.05394826603353849	rest	CS1
PFDSM3638_RS00135	0.14065066083012123	0.9038998493354504	rest	CS2
PFDSM3638_RS00135	0.14854793050077397	0.5229509023858937	rest	CS3
PFDSM3638_RS00135	-0.30841132851634523	0.4388511481009653	rest	CSR
PFDSM3638_RS00135	0.5823436256321299	0.003617754722385001	up	HS1
PFDSM3638_RS00135	0.5179698595250946	0.016464186194762802	up	HS2
PFDSM3638_RS00135	0.7848776589713742	7.724472081565607e-4	up	HSR
PFDSM3638_RS00140	-0.06817993490880703	0.551209928258936	rest	CS1
PFDSM3638_RS00140	0.05117621810327222	0.9316912734511094	rest	CS2
PFDSM3638_RS00140	0.1854449158139868	0.07636654158189272	rest	CS3
PFDSM3638_RS00140	-0.058616565959360045	0.7797019454279	rest	CSR
PFDSM3638_RS00140	0.11525944816646039	0.2618754356743582	rest	HS1
PFDSM3638_RS00140	0.2436074081878843	0.01998943605637823	up	HS2
PFDSM3638_RS00140	0.0621708476729399	0.6472785369960518	rest	HSR
PFDSM3638_RS00145	1.157425662563191	3.303179661209131e-4	up	CS1
PFDSM3638_RS00145	0.18235961707391724	0.9316912734511094	rest	CS2
PFDSM3638_RS00145	0.934284559435862	0.0051441580408802794	up	CS3
PFDSM3638_RS00145	0.5074311216431084	0.4120406238530525	rest	CSR
PFDSM3638_RS00145	0.2179471036381484	0.5454440217716058	rest	HS1
PFDSM3638_RS00145	-0.22435459538318714	0.5651965846545075	rest	HS2
PFDSM3638_RS00145	0.9418783451198545	0.00960781472598917	up	HSR
PFDSM3638_RS00150	0.8190209195547675	0.04739246575683103	up	CS1
PFDSM3638_RS00150	0.0023844619569528547	0.9983492120269036	rest	CS2
PFDSM3638_RS00150	-0.18273330833139134	0.7031769049425126	rest	CS3
PFDSM3638_RS00150	0.6622062344328361	0.3916742773547197	rest	CSR
PFDSM3638_RS00150	-0.6703546018081559	0.09830842049789143	rest	HS1
PFDSM3638_RS00150	-0.6577186475724623	0.13598613636323964	rest	HS2
PFDSM3638_RS00150	0.30366016703766974	0.5996164603425292	rest	HSR
PFDSM3638_RS00155	0.6530140052818405	0.014715639780612192	up	CS1
PFDSM3638_RS00155	-0.34170191483872703	0.7351676265075123	rest	CS2
PFDSM3638_RS00155	0.001153075772222678	0.9968068285105427	rest	CS3
PFDSM3638_RS00155	0.2811808999900345	0.6470323155359626	rest	CSR
PFDSM3638_RS00155	-0.2890904665723566	0.3011945994603043	rest	HS1
PFDSM3638_RS00155	-0.2697368867078298	0.3837844658342437	rest	HS2
PFDSM3638_RS00155	0.31289931847027397	0.3489449482033488	rest	HSR
PFDSM3638_RS00160	-0.08088103099719568	0.5052819875116565	rest	CS1
PFDSM3638_RS00160	-0.1792328959051641	0.5902370674899906	rest	CS2
PFDSM3638_RS00160	-0.35892518850745603	0.0013965304839422515	down	CS3
PFDSM3638_RS00160	-0.2708593061789486	0.11859648014101414	rest	CSR
PFDSM3638_RS00160	-0.1009213919587797	0.37755691970492444	rest	HS1
PFDSM3638_RS00160	-0.09027148588594613	0.47571667981433435	rest	HS2
PFDSM3638_RS00160	-0.12762951595042615	0.3401928955520468	rest	HSR
PFDSM3638_RS00165	0.10752650519946982	0.40070238552997994	rest	CS1
PFDSM3638_RS00165	0.003801833128735055	0.9893525526176853	rest	CS2
PFDSM3638_RS00165	0.1041102791017412	0.42099586464467365	rest	CS3
PFDSM3638_RS00165	-0.017539651689967073	0.947387032270354	rest	CSR
PFDSM3638_RS00165	-0.043010630308573994	0.7326950009705405	rest	HS1
PFDSM3638_RS00165	-0.11652490372231483	0.38898668306469586	rest	HS2
PFDSM3638_RS00165	0.1722058671817681	0.21831635688332593	rest	HSR
PFDSM3638_RS00170	0.3175173808981402	0.1933181927416317	rest	CS1
PFDSM3638_RS00170	0.2876046931157079	0.7575349084796527	rest	CS2
PFDSM3638_RS00170	0.3770481343372296	0.12447418065376721	rest	CS3
PFDSM3638_RS00170	-0.18918660764769957	0.700550028093427	rest	CSR
PFDSM3638_RS00170	0.5277215619809246	0.019827775626335684	up	HS1
PFDSM3638_RS00170	0.6392059403778356	0.008847151899377799	up	HS2
PFDSM3638_RS00170	0.676812997169292	0.009800677080037904	up	HSR
PFDSM3638_RS00175	-0.7743488281880726	2.0748817700082025e-5	down	CS1
PFDSM3638_RS00175	-0.16609843303409288	0.8400510852240543	rest	CS2
PFDSM3638_RS00175	-0.47857564561721055	0.009560562067834965	down	CS3
PFDSM3638_RS00175	0.7590606732611054	0.005825729554392907	up	CSR
PFDSM3638_RS00175	-0.5465816757285156	0.0017747134056376314	down	HS1
PFDSM3638_RS00175	-0.5508358966245686	0.0035005521894067517	down	HS2
PFDSM3638_RS00175	-0.6698755383036294	9.43190755055856e-4	down	HSR
PFDSM3638_RS00180	-0.4164886111643078	0.0010398354731743222	down	CS1
PFDSM3638_RS00180	0.0063223934374061486	0.9858042006504218	rest	CS2
PFDSM3638_RS00180	0.09864472603374175	0.49076382756318937	rest	CS3
PFDSM3638_RS00180	-0.25231491169476605	0.2677369072167972	rest	CSR
PFDSM3638_RS00180	-0.03701171232852829	0.7911674034979594	rest	HS1
PFDSM3638_RS00180	-0.23334146377278842	0.0857797594362315	rest	HS2
PFDSM3638_RS00180	0.0803479143987218	0.6472785369960518	rest	HSR
PFDSM3638_RS00185	-0.13413761593115048	0.4729877080173377	rest	CS1
PFDSM3638_RS00185	-0.09239893947139688	0.9316912734511094	rest	CS2
PFDSM3638_RS00185	0.7253988474814026	4.9401278170461177e-5	up	CS3
PFDSM3638_RS00185	-0.0476996692878382	0.9006500708988784	rest	CSR
PFDSM3638_RS00185	0.3381577642845084	0.04007255831413308	up	HS1
PFDSM3638_RS00185	0.5032128256100714	0.0045488302617967815	up	HS2
PFDSM3638_RS00185	0.07546230503114959	0.732710014586458	rest	HSR
PFDSM3638_RS00190	-0.06518255850847865	0.35198833561449266	rest	CS1
PFDSM3638_RS00190	0.033299268396904225	0.9316912734511094	rest	CS2
PFDSM3638_RS00190	0.13272676447387788	0.04826070817556822	up	CS3
PFDSM3638_RS00190	-0.024234124596091533	0.8749384578554396	rest	CSR
PFDSM3638_RS00190	-0.14756814898928639	0.018667772149108437	down	HS1
PFDSM3638_RS00190	-0.22273233549172922	0.0010861657144751056	down	HS2
PFDSM3638_RS00190	-0.03802696142035167	0.6497238357468451	rest	HSR
PFDSM3638_RS00195	-0.28937067809968475	0.19792924912393925	rest	CS1
PFDSM3638_RS00195	0.12026727896917588	0.9316912734511094	rest	CS2
PFDSM3638_RS00195	-0.3959486498959386	0.07837580513640352	rest	CS3
PFDSM3638_RS00195	-0.46090387772595953	0.20684287873118778	rest	CSR
PFDSM3638_RS00195	0.06499803191961906	0.7797539472252336	rest	HS1
PFDSM3638_RS00195	-0.2782243887921192	0.23922323688439287	rest	HS2
PFDSM3638_RS00195	-0.06704130731606384	0.8204329462592849	rest	HSR
PFDSM3638_RS00205	-0.06858721148006808	0.5409111862298844	rest	CS1
PFDSM3638_RS00205	-0.0602234056811497	0.9235164860077092	rest	CS2
PFDSM3638_RS00205	-0.17432474866432557	0.09143829278137953	rest	CS3
PFDSM3638_RS00205	0.14051683289997108	0.4648214697614686	rest	CSR
PFDSM3638_RS00205	-0.015573142450659105	0.8877497716599794	rest	HS1
PFDSM3638_RS00205	-0.1192635620595599	0.2738162888147074	rest	HS2
PFDSM3638_RS00205	0.021565211523078887	0.8731147404155646	rest	HSR
PFDSM3638_RS00210	0.05054663043143748	0.3699023779226625	rest	CS1
PFDSM3638_RS00210	-0.023398576425980977	0.9316912734511094	rest	CS2
PFDSM3638_RS00210	-0.15423648696865655	0.00400890315860162	down	CS3
PFDSM3638_RS00210	-0.08671382419973561	0.36887042404944864	rest	CSR
PFDSM3638_RS00210	0.027684861224230417	0.6313196482483779	rest	HS1
PFDSM3638_RS00210	0.09961141369315207	0.06980391828193398	rest	HS2
PFDSM3638_RS00210	0.02743168074863256	0.6854822865705835	rest	HSR
PFDSM3638_RS00215	-0.2513121221752588	0.25635802880825537	rest	CS1
PFDSM3638_RS00215	-0.35446356759453934	0.5840899628792654	rest	CS2
PFDSM3638_RS00215	0.3195359511831146	0.14659225545957563	rest	CS3
PFDSM3638_RS00215	-0.2655077293387169	0.5320349186827267	rest	CSR
PFDSM3638_RS00215	-0.5974248661244141	0.003248271689622693	down	HS1
PFDSM3638_RS00215	-0.6043254028068477	0.0057361663578961615	down	HS2
PFDSM3638_RS00215	-0.42176288021846986	0.07851375159665681	rest	HSR
PFDSM3638_RS00220	0.8254977047437659	6.400896717366916e-10	up	CS1
PFDSM3638_RS00220	0.38808212482629934	0.09059290796371929	rest	CS2
PFDSM3638_RS00220	0.9272959359853594	4.3024868646755754e-11	up	CS3
PFDSM3638_RS00220	-0.04048401705675886	0.8813790608463885	rest	CSR
PFDSM3638_RS00220	0.0828122175275432	0.5135135529714526	rest	HS1
PFDSM3638_RS00220	0.4583417407487431	2.085201498713348e-4	up	HS2
PFDSM3638_RS00220	0.3323798233489157	0.010436064937202314	up	HSR
PFDSM3638_RS00225	1.3069354666372561	6.305643396988716e-10	up	CS1
PFDSM3638_RS00225	0.6078055657679631	0.09059290796371929	rest	CS2
PFDSM3638_RS00225	0.27338150071715894	0.15549648262337162	rest	CS3
PFDSM3638_RS00225	0.2009591790711518	0.6177993348009189	rest	CSR
PFDSM3638_RS00225	-0.3365176992575236	0.059895225744782545	rest	HS1
PFDSM3638_RS00225	0.2636791012406601	0.18395672677023228	rest	HS2
PFDSM3638_RS00225	0.5381211342557162	0.008756100485666234	up	HSR
PFDSM3638_RS00230	1.8958328639756017	1.905543307240567e-6	up	CS1
PFDSM3638_RS00230	-0.1575988534889845	0.9316912734511094	rest	CS2
PFDSM3638_RS00230	-0.34792626167143226	0.3997210798224734	rest	CS3
PFDSM3638_RS00230	-0.017421120231627008	0.9824569694229707	rest	CSR
PFDSM3638_RS00230	0.3654200270593284	0.3539372209265675	rest	HS1
PFDSM3638_RS00230	0.2853567153210834	0.5184996074600006	rest	HS2
PFDSM3638_RS00230	0.9414566678479819	0.026006374169517416	up	HSR
PFDSM3638_RS00235	2.049962859991189	2.0502911646605715e-9	up	CS1
PFDSM3638_RS00235	-0.04576165273713606	0.959945369446232	rest	CS2
PFDSM3638_RS00235	0.03859125379293893	0.9247225013416158	rest	CS3
PFDSM3638_RS00235	0.15983261013641492	0.806840725524092	rest	CSR
PFDSM3638_RS00235	-0.25266632629147523	0.4308231619481285	rest	HS1
PFDSM3638_RS00235	-0.25341089568958	0.4691908236532918	rest	HS2
PFDSM3638_RS00235	0.16448001116134314	0.6758916617003794	rest	HSR
PFDSM3638_RS00240	4.054740109942563	1.1959511384588236e-10	up	CS1
PFDSM3638_RS00240	-0.7326602091448757	0.6963534321020071	rest	CS2
PFDSM3638_RS00240	1.1141070045261836	0.044269176011814536	up	CS3
PFDSM3638_RS00240	0.25046348854422984	0.8346816250559665	rest	CSR
PFDSM3638_RS00240	-0.8121237703545843	0.12398490932087208	rest	HS1
PFDSM3638_RS00240	-0.6548780106729621	0.2662701359063794	rest	HS2
PFDSM3638_RS00240	0.49266639177809957	0.48681549236993427	rest	HSR
PFDSM3638_RS00245	2.7422782555083423	1.038463744085049e-10	up	CS1
PFDSM3638_RS00245	-0.277673991485095	0.8825606129615399	rest	CS2
PFDSM3638_RS00245	-0.39040381911769906	0.3142873696303257	rest	CS3
PFDSM3638_RS00245	0.0957228616457444	0.9092881963935572	rest	CSR
PFDSM3638_RS00245	-0.4348927012727888	0.2345097097182125	rest	HS1
PFDSM3638_RS00245	-0.11681385678941325	0.8252529674316516	rest	HS2
PFDSM3638_RS00245	0.245562243279128	0.6353002351316072	rest	HSR
PFDSM3638_RS00250	-0.32962262561644273	4.7145862328341377e-4	down	CS1
PFDSM3638_RS00250	-0.11241391284085012	0.775590934201581	rest	CS2
PFDSM3638_RS00250	-0.41750996927051265	3.3073970110237327e-5	down	CS3
PFDSM3638_RS00250	-0.06064509010614483	0.7573103109608537	rest	CSR
PFDSM3638_RS00250	-0.1364823600203957	0.14929660503472703	rest	HS1
PFDSM3638_RS00250	-0.10614022240585985	0.31842747242767894	rest	HS2
PFDSM3638_RS00250	-0.2120559912662383	0.04977183450266577	down	HSR
PFDSM3638_RS00260	0.040702581255825265	0.8524107227064283	rest	CS1
PFDSM3638_RS00260	0.10283274493333039	0.9277377718563093	rest	CS2
PFDSM3638_RS00260	0.30911679157448724	0.08368131398924057	rest	CS3
PFDSM3638_RS00260	-0.1866767053235403	0.6216020736130689	rest	CSR
PFDSM3638_RS00260	0.07703931606011061	0.6674580989559519	rest	HS1
PFDSM3638_RS00260	0.218151524471363	0.2448265666967862	rest	HS2
PFDSM3638_RS00260	0.1132266477124304	0.6471706361468189	rest	HSR
PFDSM3638_RS00270	-0.3331617570951604	0.01002448848784248	down	CS1
PFDSM3638_RS00270	-0.16330040191108353	0.7454088704666753	rest	CS2
PFDSM3638_RS00270	0.49478312328572294	2.925223818148702e-4	up	CS3
PFDSM3638_RS00270	-0.11224725006930392	0.700550028093427	rest	CSR
PFDSM3638_RS00270	-0.20181499299967598	0.11897000706121519	rest	HS1
PFDSM3638_RS00270	-0.14961367339039455	0.30476283888101996	rest	HS2
PFDSM3638_RS00270	-0.1608945732847431	0.3150167400834509	rest	HSR
PFDSM3638_RS00275	-0.06749518053541692	0.45109975881976855	rest	CS1
PFDSM3638_RS00275	-0.06516636695365907	0.8747555060139158	rest	CS2
PFDSM3638_RS00275	0.1420015531598633	0.09592015311794531	rest	CS3
PFDSM3638_RS00275	-0.07300099013044914	0.700550028093427	rest	CSR
PFDSM3638_RS00275	0.08009502153210679	0.3475033026647919	rest	HS1
PFDSM3638_RS00275	0.1603354300438138	0.06174829786602953	rest	HS2
PFDSM3638_RS00275	-0.014134913673660598	0.9000868544626681	rest	HSR
PFDSM3638_RS00295	0.5563974759448778	2.88884553268437e-7	up	CS1
PFDSM3638_RS00295	0.04221680680904427	0.9316912734511094	rest	CS2
PFDSM3638_RS00295	0.3345606555588674	0.0013354610529451112	up	CS3
PFDSM3638_RS00295	0.03551620567629943	0.8813790608463885	rest	CSR
PFDSM3638_RS00295	-8.663830897690517e-4	0.9929295998453547	rest	HS1
PFDSM3638_RS00295	-0.08367457592488936	0.47571667981433435	rest	HS2
PFDSM3638_RS00295	0.25671536604608214	0.02314572424299823	up	HSR
PFDSM3638_RS00300	-0.03245532051485078	0.8540396969502314	rest	CS1
PFDSM3638_RS00300	0.22794555711037034	0.5902370674899906	rest	CS2
PFDSM3638_RS00300	0.22410113372384544	0.12164512397538965	rest	CS3
PFDSM3638_RS00300	-0.02575728850465886	0.9417041997934837	rest	CSR
PFDSM3638_RS00300	-0.14996638614483704	0.29235618287202036	rest	HS1
PFDSM3638_RS00300	0.15184483896104073	0.3261360409131723	rest	HS2
PFDSM3638_RS00300	0.15232356488664678	0.37697112931033205	rest	HSR
PFDSM3638_RS00305	-0.3524725911236395	1.5012661096614458e-4	down	CS1
PFDSM3638_RS00305	0.0743623979660839	0.8747555060139158	rest	CS2
PFDSM3638_RS00305	-0.013366371090857143	0.9157383358948434	rest	CS3
PFDSM3638_RS00305	-0.06706822739794305	0.7188865985339706	rest	CSR
PFDSM3638_RS00305	-0.2739766751778685	0.00242309891233704	down	HS1
PFDSM3638_RS00305	-0.21633592816142677	0.026297954272305808	down	HS2
PFDSM3638_RS00305	-0.12247729368758442	0.2764524381910059	rest	HSR
PFDSM3638_RS00315	0.02451109078532454	0.8059508624629254	rest	CS1
PFDSM3638_RS00315	-0.09175191853117326	0.7858797582520011	rest	CS2
PFDSM3638_RS00315	-0.13073936637142936	0.121143536030148	rest	CS3
PFDSM3638_RS00315	-0.1431347403874117	0.3158433104891422	rest	CSR
PFDSM3638_RS00315	0.18873214035958696	0.015105532285737541	up	HS1
PFDSM3638_RS00315	0.15580058486868964	0.06554240142270285	rest	HS2
PFDSM3638_RS00315	-0.012030781685302472	0.9179829980202652	rest	HSR
PFDSM3638_RS00320	0.427690320466656	0.05144802057765192	rest	CS1
PFDSM3638_RS00320	0.2590349317640879	0.7732019067198631	rest	CS2
PFDSM3638_RS00320	0.10854384414758655	0.666448842642541	rest	CS3
PFDSM3638_RS00320	-0.0924778846975034	0.8608055925113882	rest	CSR
PFDSM3638_RS00320	0.018984253766845427	0.9358858073265031	rest	HS1
PFDSM3638_RS00320	-0.24885366923815866	0.3057912026266234	rest	HS2
PFDSM3638_RS00320	0.2665889351939761	0.31792122270868134	rest	HSR
PFDSM3638_RS00325	0.15937858296351948	0.018439601131361838	up	CS1
PFDSM3638_RS00325	-0.072786398434042	0.8084107381502874	rest	CS2
PFDSM3638_RS00325	0.1514704732347134	0.031755133340350676	up	CS3
PFDSM3638_RS00325	-0.006020035834492177	0.9722172051405046	rest	CSR
PFDSM3638_RS00325	0.06256997911579809	0.384752026568244	rest	HS1
PFDSM3638_RS00325	0.11862053774007109	0.10185679033572557	rest	HS2
PFDSM3638_RS00325	-0.06454218986934457	0.4726504853301907	rest	HSR
PFDSM3638_RS00330	-2.829545977569012	1.7677777746099627e-13	down	CS1
PFDSM3638_RS00330	0.0943972809787681	0.9316912734511094	rest	CS2
PFDSM3638_RS00330	-2.6708946290707463	1.8173225525592173e-12	down	CS3
PFDSM3638_RS00330	-0.5120556788031543	0.3526131247516869	rest	CSR
