gene	log2FC	padj	typeReg	Condition
PFDSM3638_RS05705	-0.47517071192073607	0.0024401484182237088	down	CS1
PFDSM3638_RS05710	-0.4410187760806253	0.023800214320717213	down	CS1
PFDSM3638_RS05715	-0.08229610200808331	0.5983878152534596	not significant	CS1
PFDSM3638_RS05720	-0.4498576513310672	0.043628623125068725	down	CS1
PFDSM3638_RS05725	0.5373576704746575	4.0279894002778405e-9	up	CS1
PFDSM3638_RS05730	0.23086858938224175	0.12530748563581656	not significant	CS1
PFDSM3638_RS05735	-0.11932231759454921	0.6321007594917888	not significant	CS1
PFDSM3638_RS05740	-0.3963284921492431	0.14551813517273132	not significant	CS1
PFDSM3638_RS05745	-0.4655763184271753	0.07875371828541794	not significant	CS1
PFDSM3638_RS05750	-0.37912317594253303	0.022481152222846416	down	CS1
PFDSM3638_RS05755	-0.343375845904322	0.2615166187505837	not significant	CS1
PFDSM3638_RS05760	-0.14960120088103954	0.6321007594917888	not significant	CS1
PFDSM3638_RS05765	-0.7239383542169888	1.149094486920363e-4	down	CS1
PFDSM3638_RS05770	0.09066545262433677	0.6955793399714716	not significant	CS1
PFDSM3638_RS05775	-0.016751113653372413	0.9500659225220979	not significant	CS1
PFDSM3638_RS05780	-0.00753321197491529	0.9804607469417006	not significant	CS1
PFDSM3638_RS05785	0.08099903801280096	0.7378125571079691	not significant	CS1
PFDSM3638_RS05790	0.12717663800832107	0.6321007594917888	not significant	CS1
PFDSM3638_RS05795	-0.17731624452509337	0.3969984790527941	not significant	CS1
PFDSM3638_RS05800	0.04277560915477092	0.8458811246783582	not significant	CS1
PFDSM3638_RS05805	0.2525295155456139	0.09527661832756855	not significant	CS1
PFDSM3638_RS05810	0.18576144245533643	0.32767833539472496	not significant	CS1
PFDSM3638_RS05815	-0.14471231228016296	0.5480553547726447	not significant	CS1
PFDSM3638_RS05820	0.008059624069649734	0.9695876008271237	not significant	CS1
PFDSM3638_RS05825	0.002592503087543753	0.9833306415144806	not significant	CS1
PFDSM3638_RS05830	0.42164520631720553	1.7843837345583742e-6	up	CS1
PFDSM3638_RS05835	0.3259652418840913	0.0582312001214508	not significant	CS1
PFDSM3638_RS05845	0.38851860955458617	0.00807042339267415	up	CS1
PFDSM3638_RS05850	-0.11120642779017015	0.6138346896101315	not significant	CS1
PFDSM3638_RS05855	0.12795507311662735	0.2167609172445844	not significant	CS1
PFDSM3638_RS05860	0.04219964186054837	0.8010165329048148	not significant	CS1
PFDSM3638_RS05865	-0.29636711014878897	0.027161839356420792	down	CS1
PFDSM3638_RS05870	-0.3152786457922414	0.0020535222031855577	down	CS1
PFDSM3638_RS05875	-0.8522731699516221	1.9426822112197657e-7	down	CS1
PFDSM3638_RS05880	-0.5983282518963399	5.622545503611359e-5	down	CS1
PFDSM3638_RS05885	-0.23098930010944096	0.2797643755311238	not significant	CS1
PFDSM3638_RS05895	0.40309220060622103	0.14155452800491805	not significant	CS1
PFDSM3638_RS05900	-0.10192659924967462	0.6600142820495749	not significant	CS1
PFDSM3638_RS05905	0.05767370016454163	0.8066661379390526	not significant	CS1
PFDSM3638_RS05910	0.13121184439516306	0.30555104876889494	not significant	CS1
PFDSM3638_RS05915	0.12531193621680692	0.6091386620418513	not significant	CS1
PFDSM3638_RS05920	0.1752934348522876	0.19775357144653669	not significant	CS1
PFDSM3638_RS05925	-1.1207006027858484	3.858294264851623e-7	down	CS1
PFDSM3638_RS05930	-0.8231785549685895	0.003904710631378303	down	CS1
PFDSM3638_RS05935	0.6307584099496162	0.0198320278196127	up	CS1
PFDSM3638_RS05940	-0.8540618998194988	1.042900160291025e-8	down	CS1
PFDSM3638_RS05945	-0.049089917694785434	0.7378125571079691	not significant	CS1
PFDSM3638_RS05950	0.07805958825404376	0.6724272151287666	not significant	CS1
PFDSM3638_RS05955	0.4697999673312785	0.004727448468073831	up	CS1
PFDSM3638_RS05960	-0.059372060191637877	0.8010165329048148	not significant	CS1
PFDSM3638_RS05965	0.1394350178800482	0.48059931374471754	not significant	CS1
PFDSM3638_RS05970	0.14704391419340704	0.4622303891179213	not significant	CS1
PFDSM3638_RS05975	0.26432248595878044	0.03810660075101757	up	CS1
PFDSM3638_RS05980	0.2077356943534623	0.16931009507629088	not significant	CS1
PFDSM3638_RS05985	0.18226273742464064	0.23146959456004135	not significant	CS1
PFDSM3638_RS05990	0.1751228630666317	0.21845145592897486	not significant	CS1
PFDSM3638_RS05995	-0.7701369093182123	1.965952308502574e-6	down	CS1
PFDSM3638_RS06000	-0.7005402710751335	5.1899851065884814e-8	down	CS1
PFDSM3638_RS06005	-0.2364740029749867	0.30744629738236257	not significant	CS1
PFDSM3638_RS06010	0.17567334434615595	0.09217134338729455	not significant	CS1
PFDSM3638_RS06015	-0.24040800173079016	0.08741098867168506	not significant	CS1
PFDSM3638_RS06020	-0.2238320660303195	0.17833431886737486	not significant	CS1
PFDSM3638_RS06025	0.597142011106886	3.899409646779288e-12	up	CS1
PFDSM3638_RS06030	0.34609924846235374	0.07664621354045639	not significant	CS1
PFDSM3638_RS06035	0.8716545168208458	1.166582866378758e-11	up	CS1
PFDSM3638_RS06040	0.21778609056503273	0.26137139158459277	not significant	CS1
PFDSM3638_RS06045	-1.0001030321013298	7.186011723330184e-5	down	CS1
PFDSM3638_RS06050	-1.5468163659491627	3.3412133671460705e-20	down	CS1
PFDSM3638_RS06055	0.537457086589886	0.0020478590503689663	up	CS1
PFDSM3638_RS06060	0.021814013317161384	0.9107674397244752	not significant	CS1
PFDSM3638_RS06065	0.3075830851288165	0.050157695080959123	not significant	CS1
PFDSM3638_RS06070	1.623161763979016	1.8503769535076282e-22	up	CS1
PFDSM3638_RS06075	1.4102123247379295	7.896773890858598e-18	up	CS1
PFDSM3638_RS06080	0.8207719178281473	1.7929038890582028e-8	up	CS1
PFDSM3638_RS06085	0.7189120927215757	2.0589193115872752e-06	up	CS1
PFDSM3638_RS06090	0.3680150171904689	0.05479011795062145	not significant	CS1
PFDSM3638_RS06095	-0.03505004784770268	0.9033166976719765	not significant	CS1
PFDSM3638_RS06100	0.4255878231920231	0.15419139423989603	not significant	CS1
PFDSM3638_RS06110	-0.5191910219987513	0.0026291319149544475	down	CS1
PFDSM3638_RS06115	-1.9357680781548083	7.566594916798373e-9	down	CS1
PFDSM3638_RS06120	-0.9542285925267253	0.003041409218862357	down	CS1
PFDSM3638_RS10620	-0.35072840364696634	0.16107092470252235	not significant	CS1
PFDSM3638_RS06135	1.2103579642325573	3.015012592546419e-5	up	CS1
PFDSM3638_RS06140	0.7145587871428498	0.0028537848186784907	up	CS1
PFDSM3638_RS10625	-0.049180183362838845	0.8870102550223307	not significant	CS1
PFDSM3638_RS06145	-0.9258687924150302	0.003421073996402233	down	CS1
PFDSM3638_RS06150	-0.022458766261214	0.9435813348962973	not significant	CS1
PFDSM3638_RS06155	0.10484541961997318	0.6350141489121913	not significant	CS1
PFDSM3638_RS06160	-0.4285465895194211	2.6570361733972237e-4	down	CS1
PFDSM3638_RS06165	-0.23190304531652775	0.07678559976891625	not significant	CS1
PFDSM3638_RS06170	-0.8469676598246533	8.766665751941803e-13	down	CS1
PFDSM3638_RS06175	-1.5273418283601112	3.5916615386227167e-19	down	CS1
PFDSM3638_RS06180	0.1436866178159374	0.41220813052029504	not significant	CS1
PFDSM3638_RS06185	0.6983133927607567	4.72565180628763e-5	up	CS1
PFDSM3638_RS06190	-0.8072409800801192	2.2929059113516924e-4	down	CS1
PFDSM3638_RS06195	-0.44948938164354896	0.06114401277868722	not significant	CS1
PFDSM3638_RS06200	-0.4462803274661336	0.1320010112906092	not significant	CS1
PFDSM3638_RS06205	0.180930389226456	0.05582653301599408	not significant	CS1
PFDSM3638_RS06210	0.5953628555832766	0.021074158908495223	up	CS1
PFDSM3638_RS06215	0.42498408430208895	1.4644721011629124e-4	up	CS1
PFDSM3638_RS06220	0.1297299339117017	0.2840269963840593	not significant	CS1
PFDSM3638_RS06225	0.0727755044057395	0.5933607070709028	not significant	CS1
PFDSM3638_RS06230	0.5499780312778655	0.07271480033391733	not significant	CS1
PFDSM3638_RS06235	0.4011442623137471	0.1537289134437773	not significant	CS1
PFDSM3638_RS06240	0.003037671381834565	0.9838496838286092	not significant	CS1
PFDSM3638_RS06245	-0.0362699412627121	0.8011117154914709	not significant	CS1
PFDSM3638_RS06250	0.5755456459016901	0.002935968384655406	up	CS1
PFDSM3638_RS06255	0.9526953419868444	2.88079855765175e-4	up	CS1
PFDSM3638_RS06260	1.1599707975808025	2.557611009648613e-6	up	CS1
PFDSM3638_RS06265	0.8234842309383177	4.8017569977419427e-4	up	CS1
PFDSM3638_RS06270	0.446865559791194	0.014722790011326623	up	CS1
PFDSM3638_RS06275	0.41475220901405524	0.003259221683823822	up	CS1
PFDSM3638_RS06280	-1.1546957895772478	5.282195328695181e-11	down	CS1
PFDSM3638_RS06285	0.10942377911759504	0.5117806903038437	not significant	CS1
PFDSM3638_RS06290	0.1755618311722271	0.46057650717645404	not significant	CS1
PFDSM3638_RS06295	-0.0795593410706389	0.5988849572607681	not significant	CS1
PFDSM3638_RS06300	0.7413963155426371	3.05333790916696e-5	up	CS1
PFDSM3638_RS06305	0.1773347522771981	0.30555104876889494	not significant	CS1
PFDSM3638_RS06310	0.09034542514497447	0.7604489954589726	not significant	CS1
PFDSM3638_RS06315	0.6788063168546522	7.642743303311895e-6	up	CS1
PFDSM3638_RS06320	1.1810563639282654	4.41289236083024e-5	up	CS1
PFDSM3638_RS06325	0.7186641042803651	5.571857687128219e-6	up	CS1
PFDSM3638_RS06330	-0.22732754853871837	0.22625217670784012	not significant	CS1
PFDSM3638_RS06335	0.47489801011099153	0.06341217825880986	not significant	CS1
PFDSM3638_RS06340	-0.05806606341420031	0.8467304878030399	not significant	CS1
PFDSM3638_RS06345	0.3802662588072817	0.07608356560922569	not significant	CS1
PFDSM3638_RS06350	0.6658512748179073	4.2543228543157616e-4	up	CS1
PFDSM3638_RS06355	-2.0684108369256	3.3683369435639355e-32	down	CS1
PFDSM3638_RS06365	0.19393794634530284	0.4413282870448773	not significant	CS1
PFDSM3638_RS06370	0.10060759863725133	0.4699632860662985	not significant	CS1
PFDSM3638_RS06375	-0.1348977429634576	0.4067253027538487	not significant	CS1
PFDSM3638_RS06380	-0.6516701036179756	4.72565180628763e-5	down	CS1
PFDSM3638_RS06385	-0.6573233989384573	0.0021142449128644355	down	CS1
PFDSM3638_RS06390	-0.026677833991455326	0.9265118522563057	not significant	CS1
PFDSM3638_RS06395	-0.2631382937261718	0.008082403811339936	down	CS1
PFDSM3638_RS06400	0.14144204434323324	0.6245781516567389	not significant	CS1
PFDSM3638_RS06405	-0.07125512899541815	0.785686940258945	not significant	CS1
PFDSM3638_RS06410	-0.14627222312506108	0.6350141489121913	not significant	CS1
PFDSM3638_RS06415	0.19076301632289383	0.15673742107513502	not significant	CS1
PFDSM3638_RS06420	0.30100341382375884	0.007808041877001237	up	CS1
PFDSM3638_RS06425	0.16690848815027168	0.3584835183270217	not significant	CS1
PFDSM3638_RS06430	-0.12186076771920058	0.49547040253969415	not significant	CS1
PFDSM3638_RS06435	-0.9082007817390622	0.029805671235659487	down	CS1
PFDSM3638_RS06440	-0.2761660632479364	0.33416492105990125	not significant	CS1
PFDSM3638_RS06445	-0.2987877250452483	0.3064033404939157	not significant	CS1
PFDSM3638_RS06450	0.09337376309621158	0.6314677429392981	not significant	CS1
PFDSM3638_RS06455	0.43265727280558947	1.636298819066326e-5	up	CS1
PFDSM3638_RS06460	-0.27306994053229194	0.2005539505994422	not significant	CS1
PFDSM3638_RS06465	0.21241106343406013	0.3442395968832765	not significant	CS1
PFDSM3638_RS06470	-0.00303835620546735	0.9910137559903415	not significant	CS1
PFDSM3638_RS06475	0.29238522499309877	0.09527661832756855	not significant	CS1
PFDSM3638_RS06480	-0.23624539208583928	0.24906112438000955	not significant	CS1
PFDSM3638_RS06485	0.11342617518991685	0.40495157422524664	not significant	CS1
