gene	log2FC	padj	typeReg	Condition
PFDSM3638_RS00455	0.002965786309282956	0.9897966133643452	not significant	CS1
PFDSM3638_RS00460	-0.08549730199001924	0.718618273968478	not significant	CS1
PFDSM3638_RS00470	-0.48614426040376457	0.019066313955948763	down	CS1
PFDSM3638_RS00475	-0.6293732472123006	0.00017380323988395451	down	CS1
PFDSM3638_RS00480	-0.46480617816514014	0.0016184425906226384	down	CS1
PFDSM3638_RS00485	0.37641423123667506	0.007175774353257111	up	CS1
PFDSM3638_RS00490	0.5549543838005968	2.854221068102482e-6	up	CS1
PFDSM3638_RS00495	-0.10353435749077256	0.6712527987602981	not significant	CS1
PFDSM3638_RS00500	-0.6568049041011393	0.01464995853313996	down	CS1
PFDSM3638_RS00505	-0.09260010279972526	0.5830891938517492	not significant	CS1
PFDSM3638_RS00510	0.14576545057311313	0.6205904555685241	not significant	CS1
PFDSM3638_RS00515	0.30801283038644	0.17833431886737486	not significant	CS1
PFDSM3638_RS00520	0.22275862718244718	0.1496821715948447	not significant	CS1
PFDSM3638_RS10545	1.3071605600094791	0.018822364924847637	up	CS1
PFDSM3638_RS00525	0.521564505228513	0.010389254738755797	up	CS1
PFDSM3638_RS00530	0.5170472138403546	0.006946942571969931	up	CS1
PFDSM3638_RS00535	0.1560467887183373	0.33416492105990125	not significant	CS1
PFDSM3638_RS00540	-0.08696773892438925	0.7601154987822804	not significant	CS1
PFDSM3638_RS00545	0.5546242859041163	0.005179655379717733	up	CS1
PFDSM3638_RS00550	0.4066528521411738	0.021602128194347633	up	CS1
PFDSM3638_RS00555	-1.3352418338121304	3.735540939142626e-10	down	CS1
PFDSM3638_RS00560	0.7691958927806648	8.748122350557708e-9	up	CS1
