gene	CS-PFU-001	CS-PFU-002	CS-PFU-003	CS-PFU-004	CS-PFU-010	CS-PFU-011	CS-PFU-012	CS-PFU-013	CS-PFU-014	CS-PFU-016	CS-PFU-017	CS-PFU-018	CS-PFU-019	CS-PFU-020	CS-PFU-021	CS-PFU-024	CS-PFU-027	CS-PFU-028	CS-PFU-029	CS-PFU-030	HS-PFU-001	HS-PFU-002	HS-PFU-003	HS-PFU-004	HS-PFU-005	HS-PFU-006	HS-PFU-007	HS-PFU-009	HS-PFU-010	HS-PFU-011	HS-PFU-012	HS-PFU-018
PFDSM3638_RS00055	2344.651697719369	2280.3859065941056	2221.6699959379016	2168.282429661274	2200.668287252661	2037.236637338882	1854.057967211944	2167.301396046572	2116.588798961623	2268.5763789126822	2191.956131503829	1938.1551754760003	1772.9373777820667	1809.2190348323256	1854.7947418238748	1646.2047716779775	1551.2829543538285	1795.1336752599477	1642.6896384981078	1584.083611636588	1761.391794054561	1932.0547661784262	1759.7243943700046	1735.4606685392002	1734.0814006462645	1604.918385514504	1651.5984125290374	1726.5421426142789	1864.3050447650744	1866.5582386014514	1546.8463367596553	1825.6717134094731
PFDSM3638_RS00060	486.62582405496346	460.203764784727	591.2859480382673	718.9934119205587	1358.6791444005744	1232.5524762897533	1134.607992657691	812.1579107240901	633.4029677189988	692.9328107189317	559.1485094297013	1035.7850562306035	1264.8513635771951	1031.0712763334168	1296.2485979791852	992.3352208343144	465.38488630614853	570.7551385275425	489.61720293098944	492.3976713162403	380.4606275157852	346.2928738966497	322.7142283989585	350.3080767071185	1117.931265419606	994.8570012105392	1011.8154097234207	720.495680543308	791.2243248286555	707.6851599995568	776.977969547693	310.79529442994874
PFDSM3638_RS00065	2231.7978424190533	2057.012149417893	2687.7424490974768	2954.2196054486803	4072.1181664390288	3795.7105844452362	3553.217961760295	4241.784745153248	3248.8457810083796	4160.516525032912	2728.7856878260427	3801.921416390552	4882.891886993844	4356.811565278295	4225.981201541897	3400.257321970211	1690.8008552799904	2385.5700254608537	1714.4576324130737	1484.2022334692367	1523.2516234983843	1057.839902969593	1066.2321163211789	1193.3445629465448	2533.6340844855404	2748.082030741119	3026.051471419812	2370.449699635267	2488.8103907881577	2303.324625558965	2403.045589476917	2089.3464309419783
PFDSM3638_RS00070	2577.582055059222	2225.663821502744	3164.2493601636097	3326.322604604665	4251.09801526872	4063.1282814706265	3586.241895018523	5113.346205918871	3653.279477166846	5231.05878878407	3131.7015255033275	3765.5355244854954	4722.956942023405	4299.699803186632	5611.807954665985	4206.741653871783	1889.833385272557	3272.260404008179	1722.4318539591811	1869.70930709761	2040.3962542328034	1619.6926061506124	1466.4369953083371	1587.2975803581567	2732.4919040486593	2864.3223733483132	2568.526768972917	2346.8113899061555	2550.5240459261317	2504.195959183294	2440.6249161086353	5186.271155116532
PFDSM3638_RS00075	914.5676433537625	697.930855755395	1162.572518422299	993.7236636338556	1507.611281382945	1734.1632473767731	1532.467760006819	1592.7576854886156	1327.392306263293	1552.2862824391798	1139.4412902243914	1241.9717770259226	1625.680202839772	1483.8859614887451	1530.7325923290784	2030.1157320280952	507.33782154967975	1500.951353405461	607.6356818133778	371.48863458734144	1113.1996138424824	951.0579505000208	1090.7544741022548	979.7140637087609	1085.990372121903	1086.2459602258507	1120.7945996286358	626.8879740160279	854.7801786274649	721.0765822411788	873.4654298183215	5970.2773494527255
PFDSM3638_RS10535	9821.896734497119	8889.199035578675	14069.127410675243	11935.116757975127	30020.276979981536	27718.249475010525	24937.00103058813	14796.124862688823	10935.446515973472	13537.493535253287	13151.736789022976	12718.890659256354	14716.940576517696	16527.736008169486	83995.32835807806	20136.33335673841	16459.2097106598	20003.362032859117	18554.418693482512	17374.10288647873	6341.010458596419	7452.781505072566	7819.689449229473	7017.647044854079	21194.328230121013	15571.39596415271	11336.654177467517	22746.672686129084	16701.373059130598	18076.35980738315	20372.05766429755	15307.169533407927
PFDSM3638_RS00085	295.2256854656272	307.69959321863814	356.51064514072	289.5100437358477	1452.7415467052294	1373.5545347213226	1438.1136649833104	444.5984448421019	289.555642385828	254.98370282073049	344.18175055231615	671.9261371800401	833.8071826202789	1048.4087755398145	764.0489703535849	1705.2158203537024	347.33127783016533	725.0972721765513	419.444053325245	352.2132809059228	1437.2957039485218	1087.7787681479776	1511.5581336255166	1263.4061782879685	685.183678805565	711.8718912771627	954.5073874456781	390.5048767249163	344.49114957615507	403.8028860550601	460.0928368694182	3132.014515481161
PFDSM3638_RS10540	11.736800951232885	20.632917329529672	24.347068448634534	26.08198592214844	114.96515837235629	119.93278533259927	136.02715365889156	16.707248449181282	20.457735603346542	13.625083356832928	28.192361819984942	66.3031808047693	88.74439019701215	84.64779024300059	34.25047108481587	217.05213306013712	38.05033661622598	85.97581941521966	31.896886184429277	50.8168415237401	156.411591312045	120.75342288615164	167.73292722255894	147.0145371098727	50.487218438304794	48.90110964854383	41.33693410197819	23.638309729111157	30.396277903778387	8.240875225613472	50.78287382664659	515.3186494741731
PFDSM3638_RS00095	104.72837771869344	139.0479211337869	131.30026199085054	99.98094603490236	102.55414695715874	68.06995924282661	68.40671889204374	120.66346102186482	146.3514931624022	162.52778004222134	101.02262985494605	182.73803490094954	154.0836664959112	146.85881680713354	176.52165866789719	75.28995865523507	484.89787944267465	152.27042715707577	409.8749874699162	530.9483786790777	97.22882703181176	136.7208176479568	111.82195148170597	147.0145371098727	53.57827262840509	72.95083570520474	31.942176351528598	132.37453448302247	54.344860494634084	77.2582052401263	96.48746027062853	226.57979529409167
PFDSM3638_RS00100	2019.6325944544587	1577.9696340279431	2169.497706405113	1499.7141905235353	308.9688631257075	367.0915659166721	286.20742157130945	2095.831499902852	3654.853149136334	3441.306767840088	1827.8047913290238	973.5247523041737	741.1619401069146	567.0382093386545	1082.8418166045633	380.5195207710529	2047.8886296784187	1340.3941002806534	2019.0728954743734	2456.7314419408144	193.04854062837987	372.23989038458313	599.3264241694943	447.93491775664336	249.34503800142366	184.3812331010669	110.85814145530513	842.4693587455216	405.28370538371183	365.68883813659784	785.1032293599563	1226.137564799443
PFDSM3638_RS00105	1128.538553003162	1160.8258706265824	1395.6087450020868	904.1755119678127	623.816626395456	581.836080194637	577.1325478937944	1327.2980712405129	2191.3382175123124	1906.5384497168359	965.5883923344843	1602.5963945738142	1071.7591739177622	1023.9323060719588	824.6459576574898	744.0818436467825	2347.4130743240953	1627.3254494133744	2518.2591642606917	2484.768320022878	277.5953467429988	359.26638214061643	430.61260263569227	367.5363427746817	230.7987128608219	226.06742493261248	183.19777613376695	1259.4491423670424	472.5239565041913	477.9707630855814	1290.9006526733565	838.1447294949586
PFDSM3638_RS00110	4763.335524515746	5473.105592498284	4918.107826624177	4920.801343978673	7085.381095823572	6655.459229301607	6964.118496860131	4405.144507767464	5562.143576156027	5129.843883847597	4927.789909784868	7386.3360567264335	6878.177846807986	6814.657041008794	3749.1092579763836	7124.7362676990015	7676.4114999093845	6909.141150596567	8073.10189327905	7971.23489970668	6538.28633953053	4996.796598272407	4854.44594634178	5252.324048464436	6622.068426591529	6246.515514450058	7581.569504612818	5267.56094003513	6676.127946866235	6367.106221189609	5894.875993797137	4955.681097958828
PFDSM3638_RS00115	4162.0501834756615	4086.2147146090283	3878.14018860393	3769.7163652811882	3020.448251782815	3060.717095954239	3178.9467181670443	3828.7444362707106	4786.323295198347	4729.850365300573	3855.305478882941	3946.6564086351095	3752.619928330799	3215.596176339528	4207.538640188534	3543.3760722067386	5284.11854137128	4464.527490115623	4977.5090890801885	5838.679860589725	3245.188241366123	3195.4748767062606	3135.919113043982	3249.2509803424205	4133.769803560793	3773.4020182900954	3808.634792032263	3343.402528085482	3998.4921933424844	3895.8737629087686	3017.518362779341	3387.6687092864413
PFDSM3638_RS00120	2350.971513616187	2123.3963182172492	2361.66563951755	2223.0546000977856	2660.528920742086	2675.797683569208	2499.597233997782	3050.9292029143817	2742.123406833181	3086.081380322658	2403.398845153716	2511.4351168245544	2572.6121026342644	2332.403569707739	4673.871977266412	2731.465436978663	2278.1419486894274	1944.296542679124	2381.1025536676457	2523.3190273857153	3266.324942894778	3461.9307767938844	3108.4540723291775	3396.2655174522934	6523.154692508319	5173.09607478776	4051.9590177689074	3749.0359230370295	5091.837098548089	5295.792441859858	3905.2029972691234	3527.025309046967
PFDSM3638_RS00125	969.6403247403168	1269.3729574471515	953.8833602911459	947.6454885047267	1727.090220093807	1568.04013255797	1708.5954040507017	818.6551740098828	969.3819332047285	895.362620591878	979.6845732444767	1948.666655359683	1875.3347510863116	1795.960947203904	1591.3295796329835	1867.3266322329923	1892.760334243036	1448.1228378611695	1886.7008178089918	1887.2323558988996	1981.2134899525702	1326.2917274024423	1278.1052875496744	1363.330121479835	1851.5414598700756	1904.7383036875433	2137.307388227281	1961.0341751270616	2362.6197825209565	2416.6366599111507	1908.420398405379	1240.1734813220858
PFDSM3638_RS00130	7060.137187587781	8301.609433368156	7402.378346543779	7241.228691519145	7709.197722219028	8114.101213076462	8178.141186162608	7224.0285933321065	9015.566713197873	10259.687767695194	7115.0473143187	12117.310579759423	11548.473282560635	10153.655417582095	12496.152642713976	11547.851766715108	12688.323787026126	10800.841795692715	12463.70827656574	13044.157527680045	12255.059546314013	10515.52741282132	9066.40611881937	10351.890804463144	12110.75031681295	11002.749670922361	10505.218116552729	10953.047196080945	12396.154788759077	13642.768936003102	10321.111276527654	9892.313452065498
