gene	CS-PFU-001	CS-PFU-002	CS-PFU-003	CS-PFU-004	CS-PFU-010	CS-PFU-011	CS-PFU-012	CS-PFU-013	CS-PFU-014	CS-PFU-016	CS-PFU-017	CS-PFU-018	CS-PFU-019	CS-PFU-020	CS-PFU-021	CS-PFU-024	CS-PFU-027	CS-PFU-028	CS-PFU-029	CS-PFU-030	HS-PFU-001	HS-PFU-002	HS-PFU-003	HS-PFU-004	HS-PFU-005	HS-PFU-006	HS-PFU-007	HS-PFU-009	HS-PFU-010	HS-PFU-011	HS-PFU-012	HS-PFU-018
PFDSM3638_RS01545	4759.724201146136	4553.595146290983	4398.9935457729325	4561.7393377837625	2890.459237486799	3041.2685361705744	3043.7058486333485	4396.790883542874	4270.945725190963	4591.653091252696	4131.355688370293	3572.2860097008634	3214.3023086741982	3044.260890064539	3775.4557741954727	2917.9946138272185	4943.616811138899	5199.983294751839	4672.893826018889	5002.830432768206	5534.9975736370525	7641.396355696389	7231.152862483653	7139.393458398193	4296.565324239407	4216.718635267878	3774.8136641306446	5560.675980676108	7607.359369918355	7043.888099093115	5335.248724227491	11206.67677786441
PFDSM3638_RS01550	341.2700584281562	473.66001521702896	370.4232556827969	310.37563247356644	391.27346514228077	349.2637194483127	367.98097059168356	261.74689237050677	328.1106056382888	186.85828603656586	366.50070365980423	316.1529718861561	342.299790759904	413.04042227006306	376.7551819329746	208.23439015456907	282.9384004796291	290.0389088706205	274.31322118609177	241.81807345779774	397.36998873870897	291.40495440294444	445.3260173043378	274.5037060098404	132.9153301743126	143.49669880474337	300.6322480143868	137.1021964288447	192.50976005726312	168.93794212507618	163.52085372180204	299.7670743050151
PFDSM3638_RS01555	20536.69317213034	22280.859465805584	17901.182076858542	18626.01554653694	16283.24697673919	16673.89858786191	16114.106861764878	15330.756813062624	17606.241994633932	16677.102028763504	17744.742402195523	17577.620091644876	15472.730712810931	14409.501546305484	18716.56512204092	14583.868477893777	37142.00678572069	32433.600984457138	36298.65647788052	43118.96618533354	23914.064109519964	58615.308208414186	62985.185513537755	46589.82565097559	22105.1588648039	15867.20759464964	18367.690877903988	20206.027156444216	22397.451318432584	23235.147698617184	18795.757260718437	78844.75593501439
PFDSM3638_RS01560	1162.846125014458	1179.664621231805	1259.9607922168373	1105.0068035683557	654.5175493698921	724.4588519415117	736.7482253085631	1210.347332096244	1218.0221043838635	1283.6774962616164	1070.1350674169285	901.5615438697289	938.1549820826998	1039.2300994893685	466.3333370778776	781.3876790164936	710.2729501695517	884.6186720553926	724.0593163865447	601.0405738842364	1507.7513757107042	1593.745589662679	1837.2150449582043	1516.087413945562	831.493577136979	798.450905081142	837.0729155650582	541.7900589912277	720.299676386506	705.6249411931535	607.3631709666932	2282.841565861269
PFDSM3638_RS01575	90.28308424025296	126.48875406363842	99.12735011229775	79.98475682792188	441.57072193018666	380.05727243911525	412.01288160265426	74.25443755191681	95.99399013877994	51.58067270801037	90.45049417245168	283.80995685943935	352.05192155078447	439.55659752690667	331.96610436052305	232.65275512383448	93.66236705532549	130.51750899177924	66.98346098730148	82.35832936606154	419.9158037026073	257.47424053410845	462.0012205954694	310.1087892161377	88.61022011620841	146.7033289456315	322.24019084042084	102.1174980297602	119.7429129542785	101.98083091696671	166.56782615140085	272.69780672563246
PFDSM3638_RS01580	71.32363654979984	99.5762531990345	98.25781195341794	95.63394838121096	1024.235047317356	941.6344361924348	846.0417187107938	103.95621257268353	117.23856172687057	134.3043930887817	92.79985765745043	494.0395545330981	524.6646365493685	500.7477711965456	956.3785387529355	978.091174602243	415.62675380800687	303.50500106818504	328.53792769962155	376.74554922772836	1114.608727277726	815.3350950246768	706.243904094985	785.6089326808822	699.6085983593664	591.6232609938581	597.5065929285938	408.4699921190408	364.75533484534066	415.13408949027865	416.4195653785021	881.2550445287902
PFDSM3638_RS01585	228.41620312784	255.66875821373722	220.86269235547044	241.69306954524222	1142.4662613252906	902.7373166251052	781.5664204447296	296.08956973826827	235.26395943848524	267.63556593778964	238.46039372737263	494.0395545330981	422.26726324512373	494.6286538295817	1006.4369195692049	725.0897820040205	384.405964789565	265.17843096742445	318.9688618442928	306.6533540225696	550.9633531802666	477.02591850892964	403.1475619208873	499.61971595933295	753.1868709877715	598.8381788108564	497.9221607738282	540.8445266020633	448.57537391333557	475.910544279178	486.4999312592744	568.4546191670353
PFDSM3638_RS01590	134.5217955179769	155.19542165254927	174.77716993484077	193.00669582389847	713.9597619374172	572.9221569604573	485.92358937106934	143.8679727568388	170.74340868946922	141.11693476719816	167.97948917741027	330.7073286481786	351.0767084716964	303.9161625592069	313.52354300716064	542.6303326503428	190.2516830811299	184.38187778203732	213.70913743567615	162.96435385199413	439.6433917960184	285.4171813672675	365.873578093652	357.1993831341438	477.05269667214526	341.5061100045848	403.03510749428733	269.4767309118672	301.1994810465313	264.73811662283276	286.4154083822868	486.2442509629843
PFDSM3638_RS01595	20.76510937525818	15.250417156608886	22.607992130874926	29.559584045101566	135.86791444005743	120.74314199025196	131.30944890771613	21.348150796176082	19.670899618602444	23.357285754570732	25.8429983349862	78.43181143978808	67.28970245707514	88.72720182097652	94.84745838872088	160.75423604766405	38.05033661622598	46.613396068492584	54.224706513529775	50.8168415237401	91.59237329083717	70.85531425551046	59.83455298582513	76.95292176844899	122.61181620731163	129.86852070596888	70.46068312837191	75.6425911331557	70.00354911173204	97.86039330415998	88.36220045836508	93.23858832898462
PFDSM3638_RS01600	158.8982282628452	147.1216713931681	175.64670809372058	199.96189206980472	703.5083839035666	566.4393036992357	558.2617288890926	172.6415673082066	173.89075262844563	174.2064229195067	152.70862652491843	315.34439651048814	350.10149539260834	370.2066007013158	360.9472722015211	663.3655816650441	198.05688033574035	189.56114401186983	196.16585003424007	173.47818313276792	583.3729621908706	530.9158758300221	449.24959454930996	521.4421863115797	691.3657871857656	521.8790554295416	608.7803022291333	392.3959415032452	292.90958707277355	309.0328209605052	358.527089216125	493.26220922430576
PFDSM3638_RS01605	6865.125725628835	9998.891154562509	6094.592955588552	5798.894870024337	18018.175730358384	17826.225755044044	16212.392377414366	4614.9132938516295	2990.763578012316	3193.1356066977737	5475.1916017895755	4967.8871081036905	4080.2915229043824	4167.118926902414	4007.305116923457	18383.6373822778	7692.997544075432	13005.13750310943	8339.440892919034	8985.819425301353	2038.9871407975597	1067.8195246957212	1096.639839969713	1125.5800497474627	6322.2361701518	11864.531521286044	13637.430350552622	4097.93737463871	9010.193650144249	8936.199072774609	5546.505479346341	1091.7937923684328
PFDSM3638_RS01610	3736.81685670407	5361.867255591254	3298.1582366311	3152.442698457008	6628.786517969725	7494.988726629801	6692.850473667544	2352.0093094569647	1603.5717369084714	1800.4574435814939	2749.9299591910312	2743.496249641247	2059.650023033952	2089.678580818171	1788.9284512761521	8745.166098576088	4383.593908120598	7967.783167974332	4822.8091910857065	5645.926323775539	1247.0653901906292	400.1828312177422	450.230488860553	472.0544902512318	3030.2634576949877	5437.6430614110295	5820.9919021785645	2081.1167885509462	4928.802517064187	5026.933887624218	2635.631151602958	339.8696929411375
PFDSM3638_RS01615	9505.905939656233	11150.746191567558	7850.190498366878	7097.77776894733	12489.396750451433	13886.271685536629	12585.263707885657	6408.15796073042	4418.8708903228535	5544.435705991227	7185.528218868662	5680.242014067127	4426.492165980639	3953.9696719531717	3751.7439095982922	21356.573317285867	9513.55980371332	15820.586625646383	9868.896585462418	11757.965745665382	4662.756357221234	1738.4501046915384	1694.0044755167212	1868.6925927950224	8340.694556287292	12549.94871390088	12728.017800309102	5147.478326611245	11127.801010774143	11373.437920749793	6613.961487182452	1585.0560015927385
PFDSM3638_RS01620	1484.2539049097586	1760.9746399072496	1296.481394889789	1126.7417918368126	1855.1196010084764	2288.4472012112183	1975.9320066173093	966.2358686443175	729.3969578577787	782.4690727781195	1396.696591831754	1098.045360157033	877.691771179241	621.0904127468356	906.3201579366661	3588.143074650392	2298.63059148278	3718.7131530197416	2229.5923442916064	2738.8525276415785	1221.7013483562434	367.250079521519	385.49146431851267	419.2211409773713	1556.8609604138478	2513.9980304562864	2463.305482167882	930.4038709378151	2151.6880358553426	2216.795435690024	1034.9549685870577	227.58236075999474
PFDSM3638_RS01625	2121.6524796459444	2447.2434119546497	1652.992040030509	1616.213727642465	2717.358288801149	3235.754134007222	2954.855742486211	1384.8452603432486	1051.9997116028587	1227.2307223547373	2724.086960856045	1497.4815957369847	1140.9993025330134	902.5698116271749	961.6478419967533	4109.746481910534	2803.0414640619806	4534.965510841345	2499.1210325500338	3350.4069308065887	1603.5710893072724	437.10743160441666	380.58699276229754	460.568979539523	1660.9264514805577	2913.223482996857	2803.395712734157	1134.6388669973355	2393.016060424735	2488.7443181352683	1436.1396718175658	157.4027781467805
PFDSM3638_RS01630	4998.071543540404	5203.083500490091	3496.412936855695	3405.437961901848	3758.5768254235118	4510.445156494916	4474.742956489896	2955.3266145662888	2166.9463019852456	2517.72076029477	6279.848595401646	2789.5850460543184	2077.203858457537	1629.7249254013848	1804.7363610076056	5195.0071472112195	4505.550115223887	7678.780112349678	4526.168149570514	5868.469043551918	2861.9093869798508	812.3412085068383	769.0211400145394	740.8154409052179	3169.360896249501	5162.674526829874	4721.805245375963	1850.4068855948212	4860.641166613289	4680.817128148452	2552.347238527258	395.01079356580584
PFDSM3638_RS01635	23478.116056677783	22014.425707246006	16042.9790313324	15969.130580600753	27243.47647861286	29672.829733268834	33081.331999367314	13407.566880467979	11601.896595051721	16101.928867057199	35214.60927664619	17990.802108611184	14847.619129115494	8072.135659919875	26191.071773396507	39255.234839757424	57955.5409147963	62381.154178594676	54467.122848531435	85582.57034549885	13954.450349217854	5323.1302287168	4010.8768386727693	5210.976209902285	25598.05009961723	38065.104744947654	28604.21892279386	20763.89126605124	48732.602274400095	51375.67637528079	24777.979797497406	2102.379781998718
PFDSM3638_RS01640	6407.390488530753	5857.9543548621195	4561.597181483457	4386.990032105368	7453.792171516804	8127.066919598906	9833.26926969999	3352.587855469044	3212.6513257101515	4069.033822494176	12701.833681645716	4776.254744070394	4378.706725105325	2401.75356653333	5121.762752990927	10231.973210038026	11232.654499041275	13625.613597443366	11283.523487741857	17095.486410538222	5650.544875327031	1882.156657547785	1540.0040686515647	2082.323092032806	4644.8240963240405	8214.584763420142	8298.389520972121	4427.928178457102	9421.003951510465	9933.344975073838	5716.120277927341	693.7753024049179
PFDSM3638_RS01645	18078.28478826825	19347.396871563757	12437.873824616729	12298.525761823728	26667.997475623964	28124.238160494526	26097.556399377285	10564.550102698964	8081.592399306629	10857.244994916295	35262.77122808866	12464.997991296628	9688.741940739732	6026.310753564945	12087.781641318094	38530.145057753405	36012.20448311583	43731.652338213775	31123.38669445687	53138.64548991099	14909.829258313048	5326.124115234639	3811.7552934904334	5229.353027041018	14545.47066721528	26182.936757886724	19263.011291521834	13650.65110236711	26204.35485104822	29508.51396411544	17620.641560369837	1606.109876376703
PFDSM3638_RS01650	13630.94005859339	14717.549639489729	9224.06078939697	9183.467243188466	18445.375807492026	19751.633173626855	18432.858746967602	7064.381552595485	5483.459977681618	7114.239952746336	15455.287686064245	8878.966200209412	6928.888926920564	3761.217474893809	8754.947339603319	27906.121432375505	24764.915239222155	29867.792494198115	20691.510067839274	28676.469363310578	10786.76334679013	3525.800355841105	2496.3760221135235	3467.4756838648877	9068.12264235756	16142.176129230797	11661.712795633073	7589.78848782301	16957.43867298667	17620.021341764805	9341.001811673375	514.3160840082701
PFDSM3638_RS01655	142331.2823047588	192288.0245108707	107827.94893004908	90848.77336402745	162939.59639223886	178926.75000971564	155675.60766341205	74783.50041947422	55049.40600065132	72483.49701787162	102889.19914377754	74733.38767148303	57954.96286404437	50492.916806397094	64620.100330559915	210860.0426766809	171995.32670259604	324111.2296901967	164165.29896971138	183977.9939745007	76915.04774933933	23060.909884737124	16632.0439414369	22656.318429916784	61277.058264548214	146381.86427400747	120739.54765722802	68501.9305301858	199985.40222293176	197368.96165344265	101244.79989070879	3309.4686029460026
PFDSM3638_RS01660	7312.929823460489	7478.983990273429	6821.526856412069	5034.692682505388	1964.8590703639074	2598.8138010922016	2815.683452326536	4544.371578177309	3693.408112388795	3795.558935117744	5519.829508004552	1855.6804871578724	1321.4137221643018	1942.8197640110375	761.414318731676	2979.0405262503823	4781.658968105731	7623.879890313454	5602.6880582950025	6325.820617265578	2220.7627739439904	1744.4378777272154	1991.2154518233608	1711.3410960446117	893.3146609389847	1196.0730425512688	1168.7078641559287	1386.1504825150782	1333.751830444579	1460.6951337399878	1368.0906208898593	1749.4767380008407
PFDSM3638_RS01665	1419.2500842567765	1789.6813074961606	1424.3035042451204	830.2765518550588	353.3872197695724	508.09362434824146	493.78643062302837	954.169522542131	905.6482184404566	883.6839777145926	1275.7043723543186	418.8420445959817	196.99304197578522	291.67792782527914	173.88700704598827	619.2768671372038	1108.338010154685	1818.9582999171773	1451.3083213915322	1710.2495630058738	500.2352695114953	526.9240271395707	501.2369930451908	507.6595734575291	214.31309051362035	363.95252099080164	270.56902321294814	487.89471280885425	345.4122489065726	439.85671516711903	359.5427466926579	699.7906952003362
PFDSM3638_RS01670	2122.555310488347	1878.4925603493534	1805.1612178344749	2156.110836230938	2318.2462901334798	2164.4626325903555	2405.2431389742737	1716.2056879186773	1742.0548702234325	1676.8584731302237	2211.9257211263184	2741.070523514243	2499.4711217026606	2064.1822584558213	2650.4595316403665	2203.7574384762047	4723.119988696153	3780.864347777732	5020.569885429169	4683.910944584734	4163.930201144982	5895.960515796561	5626.409769290048	5117.943573137443	4621.126014199938	3993.0561829409316	3321.9863405589745	3011.5206594887613	3198.0568752096533	3361.2469826470947	3359.794932370939	3977.177203237441
PFDSM3638_RS01675	1543.8407405083256	1957.4358962188583	1592.9939070678024	1444.0726205562853	3575.024498704011	2969.1467936394843	3077.5160660167726	1408.9779525476215	1166.8777653754971	1170.783948447858	1473.0509050942132	2683.661671841821	2615.521478114138	2952.4741295600807	3754.3785612202014	2777.5890152539423	4694.826148648191	3298.1567351573417	4902.5514065467805	5076.427237733624	3549.556743378751	3123.6216002781375	2922.084153193001	3098.7907900190353	2272.9551811204155	2385.7328248207614	2638.047976326244	3021.9215157695703	2943.833460014416	3362.2770920502967	2963.6885165230956	2686.875448620202
PFDSM3638_RS01680	8096.586994665885	8837.168200573773	7245.861477945414	6704.809181053626	9941.873354700356	9802.884487624684	10207.54051329324	5544.950124189388	6772.29732069245	6040.778028275856	7473.325245781009	6664.278246254983	5665.012776422456	4914.671098566504	7766.952981387476	9536.049808413962	13275.664880435563	10409.289268717377	13862.386735752965	16431.362860969344	9395.96838620465	4524.7604906265415	3575.359764480862	4243.896207976403	8830.111469719837	10192.27390281289	8940.051475327828	10480.281001498723	10961.08203196857	11173.596696528666	9809.219908355057	2581.6060747003808
PFDSM3638_RS01685	7265.982619655558	8535.74819089021	5838.948736877889	4586.951924175172	5763.93498566859	5572.822734677602	6247.813658806662	4087.7067872330203	5764.36042423526	5273.880479334117	7452.18097441602	5727.947961231534	4244.1273201911745	3456.281459440108	4702.8531451074105	6142.575365601881	15428.923673051222	12701.632502041246	17262.594803013126	21686.525196476123	13934.722761124442	6439.84989987055	4830.904482871946	6759.223053840631	7413.378299257203	9393.021340196527	8001.515176057914	8728.209484377003	10133.93483325363	10668.84308895984	9122.635454218795	4142.600505111446
PFDSM3638_RS01690	1781.285252060191	2123.3963182172492	1512.1268582919806	1138.9133852671487	1099.354326935657	1244.7078261545437	1358.6989683385239	1055.3411937066176	1428.8941482952816	1381.9727404787684	1722.0834345040803	1523.3560077583581	1020.0728807260956	904.6095174161628	1201.4011395904645	1206.6742022311998	3671.369658637394	3045.4085431415156	3864.3077612436073	4860.893737477761	3069.049061960667	1525.884161925007	1109.3914660158723	1493.1163925221445	1384.7922771649314	1948.027810589533	1565.1666412249012	1882.5549868264125	2158.1357311682655	2503.1658497800922	1867.7940993440618	918.3499667672035
PFDSM3638_RS01695	62868.62571070015	82437.47556509257	45822.92189664795	32753.757921034012	39256.682317396975	40603.73068834607	40382.76638593649	21684.152126098506	41891.14782777577	28412.191679955748	48474.41678597911	29774.979633595423	16270.455011504951	10177.112034155456	22747.582103561555	36895.47118064425	134700.14292075363	131285.07624704042	147341.28635173416	184999.5877196159	61614.894069463786	31535.60465456522	23278.5837944197	34044.202300576064	44364.87043911281	73059.86112999493	57892.37620982045	86683.57284142893	144836.4220128432	142180.85037691242	99128.16970961416	18959.515525692776
PFDSM3638_RS01700	24754.71886783496	25009.787053476422	31736.403722795116	22535.705236266993	4362.797118005498	5001.521291032451	5062.097198011237	25021.889094057165	32563.20722863449	26162.106485598768	23494.809531729952	19885.294213801117	13998.208537229806	15207.02650979978	15865.872067135475	5154.309872262444	15701.129927305761	14949.434045788556	16672.502408601184	15069.821969109134	2069.98763637292	2523.8463345378304	3431.168300728136	2493.5043755119814	1957.6676537301857	1803.7294542495677	2609.8637030748955	17427.10746468991	7533.671423484952	6170.355325178087	15097.748388662034	2505.411099291748
PFDSM3638_RS01715	38.82172622330877	49.339584918440515	33.911988196312386	50.42517278282032	63.36147933021909	57.53532269334154	41.673058635382965	46.409023469948004	32.26027537450801	38.92880959095122	49.33663318497365	34.76874115372049	33.15724468899355	77.5088199815427	126.46327785162784	59.68933659153771	28.29384004796291	32.111450624961556	23.922664638321958	17.52304880128969	43.68251649255311	14.969432589192351	25.503252092318906	29.862327850442888	43.27475866140411	50.50442471898789	46.03431297720298	45.38555467989342	63.55585379880935	63.866782998504405	33.516696725586755	11.028220124933666
PFDSM3638_RS01720	1302.7849055868503	1614.7500518762351	1810.3784467877538	1351.0468707672892	1770.2021544834406	1902.7174321685343	1842.2637053340056	1667.0121230405323	1663.3712717490228	1674.912032650676	1495.3698582017014	3928.059174994747	2764.729079214609	2902.5013377298756	3764.917167707837	1958.8955008677376	3689.9070021170937	2339.9924826383276	4117.88800640982	3800.749284999734	472.0530008066223	737.4940455608765	884.7666687412175	710.9531130547749	344.13736649783266	440.91164437211654	352.30341564185954	6905.223038067951	1964.7048717805849	1745.0053290236526	7411.252606260804	1606.109876376703
PFDSM3638_RS01725	1040.061130447714	918.6133628451471	946.0575168612277	1186.730359457754	2268.6022444726896	2075.3234002485588	1959.4200399881954	1208.490971157446	1011.0842403961657	1100.7120911841457	1138.266608481892	1285.6348473119901	1444.2905701293955	1000.4756894985973	1388.4614047459972	2057.247248660612	1278.1010504424623	1109.3988264301236	1186.5641660607691	1258.1549039325998	727.1025325857228	635.7019039543685	688.5878064926104	807.4314030331288	2484.1772174439357	2245.442756156906	2079.059890174494	1696.2851061610165	1622.9770201956824	1729.5536879756273	2001.8608862464089	489.2519473606935
PFDSM3638_RS01730	3954.3990897230797	3245.6476042712325	3432.9366512574697	4195.722135342946	6187.869007166654	5558.236314839854	5457.598112984777	4379.155454624294	3824.0228858563155	4039.8372153009627	3934.0091556303987	3890.864707714023	4464.525476065072	3516.4527802152534	5069.069720552749	5620.971958341739	4237.246459596652	3678.314876427048	3824.4366535130703	3846.3092118830873	2553.3135446614915	2757.3694829292313	2780.835372374004	3050.5516450298583	9036.181749059857	6903.874693332123	6500.23288753607	5483.1423247646235	5599.362829608146	5140.245921976403	6168.087854984496	2086.338734544269
PFDSM3638_RS01735	1314.521706538083	1185.0471214047259	1171.267900011097	1387.561651058297	1729.7030646022695	1627.196168566617	1811.5986244513654	1378.3479970574558	1341.5553539886866	1365.427996402614	1521.2128565366875	1536.2932137690448	1584.721253518074	1241.1609725991773	1309.4218560887298	1970.4263954365574	1514.2082673944287	1307.2467964097254	1365.186728693573	1412.3577333839492	1132.9272019358937	1152.646309367811	1198.6528483389886	1104.906130466387	3070.4471621662915	2473.915153695185	2191.7969831798887	1879.7183896589192	1978.5213617368477	1848.016269343821	2029.283638112798	863.208866142535
PFDSM3638_RS01740	4403.106018397137	4535.653479047914	4214.651456090414	4633.030099304301	4360.184273497035	4252.751739361358	4726.3538765525855	4246.425647500242	4299.27182064175	3916.238244849693	4704.600378709987	4287.066641791303	4170.011126180483	4181.39686742533	2911.290042209349	4682.221482856646	4172.853582246116	3890.664791850181	4106.72409624527	4114.41185854282	4612.028273552462	3919.9954140231707	3962.813017421861	4015.3345448133978	6677.707402013334	5624.429267117763	6730.404452422084	4624.598915403307	4759.320240267361	4619.010563956351	5245.870866292594	3149.058128401513
PFDSM3638_RS01745	1419.2500842567765	1494.5408813476708	1364.3053712824137	1333.6588801525236	1408.3231900613646	1392.1927378473347	1443.6176538596817	1252.1154532191972	1270.740115361718	1239.8825854717963	1481.2736772917087	1368.9181110057857	1388.7034246213768	1445.1315514979738	1204.0357912123734	1918.198225918962	1402.9842065162297	1555.8515754416858	1510.3175608327263	1436.8900017057547	1920.6216122370931	1597.7374383531303	1448.7808977059624	1624.0512146356248	1814.448809588872	1784.4896734042388	1918.4095326418058	1454.2288145349185	1307.9610491928881	1518.381260319282	1579.3473760087093	1236.1632194584736
PFDSM3638_RS01750	8559.739216818383	9745.016563073079	9184.931572247378	9073.922902315442	10674.123028197011	9965.766175812876	10209.113081543632	8427.878662142557	8325.511554577299	8197.434079614553	8242.741787118097	8444.76122347574	8251.277862163954	9285.760604367715	9052.662972879025	7657.1922816121505	9833.57289115235	8243.320131401422	9506.866927269146	11281.338818270302	5401.1317972889055	4764.271412053619	4699.46464516538	4797.497824280767	7274.28086070269	7979.699105600087	7806.104214848562	9751.275529452934	11113.98452081788	11423.913281506675	11185.43578905718	3696.458872784584
PFDSM3638_RS01755	8557.933555133577	10736.293678252656	8120.616865778497	8386.227873501462	7216.023321246704	6880.738380129056	7091.496525141868	7559.101742785131	7927.372546296785	7319.589423338603	7462.753110098514	9961.648628228753	8415.113659450744	8329.138589332359	8554.71381633824	6074.746574020588	14846.460827925916	11467.931286095141	15087.227165235048	17996.17111892451	6115.552308957435	5409.952937734116	5206.587004078029	5434.943668780606	6105.86237684478	6579.203391567201	7436.8902352558935	10019.806727975638	12514.976602382938	13443.957821185177	9836.642660221445	4781.234706891695
PFDSM3638_RS01760	20827.404703383956	18755.32185254247	19121.14411376691	20716.05201843177	16743.760821355732	17453.461692523804	17233.775456043848	19124.230391496174	20890.495394955797	24211.77312509211	16901.320911080973	18097.534058199348	20311.738011245812	16619.522768673945	21182.599040147663	20379.160430599437	18614.419802589116	21172.8403475553	17484.27816199491	18025.960301886706	8585.728160939552	9203.207155835458	8062.951238417746	8755.404815535621	12254.999512350963	12451.344837068571	10888.524232771073	15799.846222937897	14718.246200741662	16748.548786656178	13641.29556731381	6701.147574096056
PFDSM3638_RS01765	1934.766495268621	1262.1962905499238	1814.7261375821527	1491.0201952161526	1220.1983854520543	1162.8618037316212	1181.7850401694452	2130.1741772706137	1946.6322262568979	2251.058414596754	1940.5742386089635	1008.2934934578941	1100.0403532113155	903.5896645216689	2521.36160216683	818.6935143862047	917.1106774167288	1050.3551914100328	811.7757533937252	911.1985376670639	720.0569654095045	934.0925935656028	977.9516283093058	1002.6850851321785	1744.3849146132654	1378.8509605818917	1164.9499610557489	1868.3720009889457	1412.0452735300687	1415.3703199991137	1528.5645021820626	835.1370330972494
PFDSM3638_RS01770	4269.487053721562	2553.0992486887585	3679.885488379334	3720.160592029106	3998.305309074959	4205.751053217501	3905.4732498480603	4564.791548504086	4571.517071363208	4892.378145342795	4304.033904517702	2833.248116340386	3289.3937157639775	2903.5211906243694	6610.340919369463	3636.979804588923	2065.450323501292	2334.813216408495	1968.0378775792865	1827.6539899745148	2020.6686661393924	2611.667005727759	2342.375615248367	2475.127558373247	4908.594053879266	4589.489389146122	3261.859890956097	4651.073822299911	3711.1092022522157	3886.602778279954	4480.065128986763	1810.6332314209274
PFDSM3638_RS01775	10770.771949862177	7801.036917286522	9456.227477817878	10145.023124185005	15122.490803854662	13596.164002096963	12838.447196198738	11275.536342258567	11361.911619704772	11986.18047305388	12000.54868137359	9909.899804186007	10742.94727923391	9211.311343069654	13731.804253389255	13968.66133825145	6640.271564359847	7588.660879950593	6693.561565802484	6495.794190638088	5615.31703944594	5651.45978350642	5370.396354055616	5908.146710103008	11656.365350868205	11980.771863893238	10061.785550731509	14591.455829585735	12174.169850128454	12376.764479468233	14190.766262118124	3992.215685225987
PFDSM3638_RS01780	5224.6820849834385	3360.474274626876	4576.3793301844125	4459.150193156645	7155.927897552063	7058.206488154997	6486.844032866216	5159.755229388819	5169.512419768723	6483.593237372926	4232.378318225239	4447.973141549219	5002.843095721673	3948.870407480702	12140.474673756273	7609.712127505245	3556.2429991318895	4036.720099531458	3234.344259101129	3213.727150156529	3015.5027514214084	2874.1310571249314	2624.8731768863613	3010.3523575388776	9222.675351862576	6856.576898754023	5644.370456470112	6552.5394569096125	5872.0082314117335	5971.544210360162	6691.1514553989555	1702.3561611033967
PFDSM3638_RS01785	4874.383718131257	3222.3234368552426	4216.390532408173	4303.527677154493	8617.161188909797	7917.99490192451	7836.893875827585	5110.561664510675	4788.6838031525795	4978.021526442887	5604.406593464507	3817.2843485282424	4803.8996275877125	4634.2115525806585	3651.6271479657535	8751.270689818404	1887.8820859589043	2887.958849754607	1923.3822369210855	1659.4327214821337	3136.686506852362	2491.9115450142203	2526.7837457620576	2867.9320247136884	6074.951834943777	5617.214349300764	5438.625261735267	4247.331492126693	3626.3680638538035	3539.455909400986	4917.813501372457	1489.812282331948
PFDSM3638_RS01790	3582.4327826532376	3178.366352109723	3373.8080564536426	3896.648696768977	3831.0832605333503	3547.7414472035107	3448.6421731092396	3779.5508713925656	3805.138822222457	4092.391108248747	3302.0303781657362	4359.029850225747	4194.391453157684	3921.3343793293643	4376.156343990705	4308.484841243722	4864.589188935967	4780.462730135406	4805.265903684271	4862.646042357889	5973.231851997827	7431.824299447696	6913.34310564091	6908.534693092845	3954.488660534975	3326.0771136362027	3063.630502421611	3211.973525991624	3450.438091744056	3799.0434790078107	3000.252185678281	8327.30875979082
PFDSM3638_RS01795	6084.177046950647	6458.103124142787	6053.724662121202	6222.29244149388	5292.316551891083	5238.145435067038	5483.545489116242	5771.426158722734	5805.275895441953	6140.046492732781	5523.35355323205	7713.000508496273	6809.912931271822	7292.968048526472	8768.120597712863	5224.851815506989	6895.891774448339	7611.449651361856	6695.156410111706	7378.955850223088	7240.024830281867	6023.699673891002	4889.758141546528	5478.588609485099	3704.1132711368514	4021.1141966737027	3911.9771272872085	8217.621994228202	8720.047361062727	9017.577715627542	7731.184711368678	3774.6589791250226
